"Nummer","Unternehmen","PLZ","Ort","Konzernmarken","Umsatz","NettoDB","Preisumsetzung","Kundenklasse","Jahr","Prognose","Geo Point","Ortsname","Breitengrad","Längengrad","Quad"
1242,"C1B2BEB8983E35FF27B26B75",63879,"Weibersbrunn, Rohrbrunner Forst",7,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2018,"notA","49.9133594933, 9.39934667568","Weibersbrunn, Rohrbrunner Forst",49.9133594933,9.39934667568,"<50,2724/<9,7901"
1244,"C7E88E12F2929C2EC8FE2F86",39106,"Magdeburg",6,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2018,"A","52.1448066262, 11.6497398","Magdeburg",52.1448066262,11.6497398,">50,2724/>9,7901"
1248,"C4EB3452295266E47E93BEED",99718,"Greußen Clingen Großenehrich",5,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2018,"notA","51.2617157946, 10.9200495636","Greußen Clingen Großenehrich",51.2617157946,10.9200495636,">50,2724/>9,7901"
1252,"C1EEBA91A719446A93EB6F42",59889,"Eslohe",8,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2018,"A","51.2487651517, 8.17537311171","Eslohe",51.2487651517,8.17537311171,">50,2724/<9,7901"
1253,"97CC8DB8CB6DDBAF8B61A52",98544,"Zella-Mehlis",4,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2018,"A","50.6632167931, 10.6784435518","Zella-Mehlis",50.6632167931,10.6784435518,">50,2724/>9,7901"
1259,"354FC3AD274A0214038B1F6",68794,"Oberhausen-Rheinhausen",6,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2018,"notA","49.266908561, 8.49356644915","Oberhausen-Rheinhausen",49.266908561,8.49356644915,"<50,2724/<9,7901"
1263,"97908991F44AAA3ABCEFB200",86643,"Rennertshofen",5,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2018,"notA","48.7731601154, 11.0478394406","Rennertshofen",48.7731601154,11.0478394406,"<50,2724/>9,7901"
1265,"3610B253E05EBEE143D6759E",22113,"Hamburg, Oststeinbek",5,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2018,"notA","53.5363998678, 10.1775678997","Hamburg, Oststeinbek",53.5363998678,10.1775678997,">50,2724/>9,7901"
1267,"949333D12F8A50F0A82D1C5",48739,"Legden",3,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2018,"A","52.0460903551, 7.10067608209","Legden",52.0460903551,7.10067608209,">50,2724/<9,7901"
1268,"C4533050A72E1B167152C40",49477,"Ibbenbüren",5,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","52.280520585, 7.70871325666","Ibbenbüren",52.280520585,7.70871325666,">50,2724/<9,7901"
1271,"9196BD12A1C1727EE7FAF2C4",91448,"Emskirchen",2,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","49.5517839615, 10.7280218254","Emskirchen",49.5517839615,10.7280218254,"<50,2724/>9,7901"
1284,"C478C7AE280D0D5A4237F04",18069,"Rostock, Lambrechtshagen",5,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2018,"A","54.1021162768, 12.0452954046","Rostock, Lambrechtshagen",54.1021162768,12.0452954046,">50,2724/>9,7901"
1290,"66FB462CCD548991FBBA8D4E",94116,"Hutthurm",4,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","48.6900384647, 13.4811608661","Hutthurm",48.6900384647,13.4811608661,"<50,2724/>9,7901"
1292,"C27EF32D570BBFC4E9FB9B7F",81539,"München",8,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2018,"A","48.1107153332, 11.5890959961","München",48.1107153332,11.5890959961,"<50,2724/>9,7901"
1302,"F9C23720A6B1DAB9B2CA356",50667,"Köln",3,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","50.9386555045, 6.9550698736","Köln",50.9386555045,6.9550698736,">50,2724/<9,7901"
1315,"E3C3391FAFB19BB7C69649A",4618,"Langenleuba-Niederhain",8,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","50.9474579512, 12.576224509","Langenleuba-Niederhain",50.9474579512,12.576224509,">50,2724/>9,7901"
1319,"5DFF86231FCEAA243FC02724",12351,"Berlin Buckow",8,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","52.4327687609, 13.4555050429","Berlin Buckow",52.4327687609,13.4555050429,">50,2724/>9,7901"
1323,"FF203889566C454225A99A",17335,"Strasburg",8,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2018,"A","53.5383189963, 13.7499249613","Strasburg",53.5383189963,13.7499249613,">50,2724/>9,7901"
1324,"E6037B8C5DC682EC83060AD",86759,"Wechingen",10,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2018,"notA","48.8838749801, 10.6216336144","Wechingen",48.8838749801,10.6216336144,"<50,2724/>9,7901"
1326,"ACE3BA491105BFB6261CC0C5",57319,"Bad Berleburg",8,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2018,"notA","51.0550659916, 8.40585731836","Bad Berleburg",51.0550659916,8.40585731836,">50,2724/<9,7901"
1329,"5DA3820A20E9DBB18B992313",14823,"Niemegk",3,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2018,"notA","52.0528409478, 12.660343739","Niemegk",52.0528409478,12.660343739,">50,2724/>9,7901"
1334,"FF4F3065CE4860BA29D71A9",47839,"Krefeld",8,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2018,"notA","51.3745996399, 6.50824562501","Krefeld",51.3745996399,6.50824562501,">50,2724/<9,7901"
1338,"CF7D4670E70F8A905104A",85461,"Bockhorn",4,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2018,"notA","48.3078566019, 11.9962761501","Bockhorn",48.3078566019,11.9962761501,"<50,2724/>9,7901"
1339,"5C37BAB548B4634B48B7C1E3",10629,"Berlin Charlottenburg",3,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","A",2018,"notA","52.5027777328, 13.3085503334","Berlin Charlottenburg",52.5027777328,13.3085503334,">50,2724/>9,7901"
1343,"FEE83F1EB847FCCFB5BA9321",58135,"Hagen",8,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2018,"A","51.3382212388, 7.42153178387","Hagen",51.3382212388,7.42153178387,">50,2724/<9,7901"
1344,"FA8F72F63C3F79E16C4759E",17493,"Greifswald",7,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","54.1792930895, 13.3362318276","Greifswald",54.1792930895,13.3362318276,">50,2724/>9,7901"
1345,"5F684DC7821ED4EEFD3B230",8058,"Zwickau",4,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2018,"A","50.7621583367, 12.4755336543","Zwickau",50.7621583367,12.4755336543,">50,2724/>9,7901"
1347,"FDEB855E6387605D0CB24F0",41748,"Viersen",4,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2018,"A","51.274170781, 6.39798599159","Viersen",51.274170781,6.39798599159,">50,2724/<9,7901"
1348,"CAB96FED9C224EE520FC14",97288,"Theilheim",4,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2018,"A","49.7595777964, 10.0331107686","Theilheim",49.7595777964,10.0331107686,"<50,2724/>9,7901"
1353,"FE0C3F35A440CB92274E2ED8",77790,"Steinach",3,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2018,"A","48.2856947827, 8.02849111153","Steinach",48.2856947827,8.02849111153,"<50,2724/<9,7901"
1356,"ADCF86F45A784184C39F9BFB",92275,"Hirschbach",6,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2018,"notA","49.574424901, 11.5857631761","Hirschbach",49.574424901,11.5857631761,"<50,2724/>9,7901"
1357,"FD0F85757F8031589123BFB3",97769,"Bad Brückenau",5,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","A",2018,"notA","50.3072365971, 9.78494856491","Bad Brückenau",50.3072365971,9.78494856491,">50,2724/<9,7901"
1364,"F10F32D40E3B1563069CC50",36419,"Geisa",4,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2018,"A","50.7044525387, 9.97243164816","Geisa",50.7044525387,9.97243164816,">50,2724/>9,7901"
1365,"5FD0DE710726A175CE7AA",36358,"Herbstein",10,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","50.5538318708, 9.38004951148","Herbstein",50.5538318708,9.38004951148,">50,2724/<9,7901"
1376,"AEE7CB4A894AFCE29F22D608",61479,"Glashütten",8,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2018,"A","50.2129551936, 8.40264719119","Glashütten",50.2129551936,8.40264719119,"<50,2724/<9,7901"
1377,"FE27C8CBACB28C3ECD9EF240",10245,"Berlin Friedrichshain",2,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","A",2018,"notA","52.5006432039, 13.4647472134","Berlin Friedrichshain",52.5006432039,13.4647472134,">50,2724/>9,7901"
1380,"ABE2458970193BD5F18805E",23619,"Zarpen",6,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2018,"notA","53.8778494858, 10.523955086","Zarpen",53.8778494858,10.523955086,">50,2724/>9,7901"
1392,"483BE236CC2BB8EFBFF4C",89561,"Dischingen",5,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2018,"A","48.7031611292, 10.4019328851","Dischingen",48.7031611292,10.4019328851,"<50,2724/>9,7901"
1394,"A1841CC1A66DAABD901FCE2",8058,"Zwickau",6,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2018,"A","50.7621583367, 12.4755336543","Zwickau",50.7621583367,12.4755336543,">50,2724/>9,7901"
1397,"53C79EC2E04A4E4756B829EF",64297,"Darmstadt",8,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2018,"notA","49.823383665, 8.64477729357","Darmstadt",49.823383665,8.64477729357,"<50,2724/<9,7901"
1400,"6027FF157E3ACFD6EF58B9",48329,"Havixbeck",6,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","51.9743367497, 7.44290968496","Havixbeck",51.9743367497,7.44290968496,">50,2724/<9,7901"
1404,"A1D818E83541A11FF9095F65",64732,"Bad König",6,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2018,"A","49.7414441275, 9.01120884125","Bad König",49.7414441275,9.01120884125,"<50,2724/<9,7901"
1408,"A2DBA2A8EE815BD54F64CE0E",83131,"Nußdorf a. Inn",4,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","47.7286578142, 12.1763891822","Nußdorf a. Inn",47.7286578142,12.1763891822,"<50,2724/>9,7901"
1409,"F21BA129CB792B091DD8EA46",78357,"Mühlingen",3,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2018,"A","47.9154549039, 9.02188431382","Mühlingen",47.9154549039,9.02188431382,"<50,2724/<9,7901"
1412,"BC75717AE14FAF1116C2A6",51588,"Nümbrecht",4,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","A",2018,"notA","50.9022011509, 7.5355417128","Nümbrecht",50.9022011509,7.5355417128,">50,2724/<9,7901"
1415,"F1FC1B42CBE96ED9621C48F",41169,"Mönchengladbach",11,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2018,"A","51.2030687542, 6.34521164602","Mönchengladbach",51.2030687542,6.34521164602,">50,2724/<9,7901"
1416,"3BF3930A867EEAC76B51BF",39124,"Magdeburg",4,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2018,"notA","52.1575849153, 11.6417843905","Magdeburg",52.1575849153,11.6417843905,">50,2724/>9,7901"
1420,"6BA7BF374C34C073960B6BA",73574,"Iggingen",6,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2018,"A","48.8353951705, 9.88368566803","Iggingen",48.8353951705,9.88368566803,"<50,2724/>9,7901"
1422,"E070487CCF4867DE7B7C7",91443,"Scheinfeld",5,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2018,"notA","49.6720351147, 10.4750631638","Scheinfeld",49.6720351147,10.4750631638,"<50,2724/>9,7901"
1427,"53239EE9FC4D791AC44C9416",97288,"Theilheim",5,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2018,"A","49.7595777964, 10.0331107686","Theilheim",49.7595777964,10.0331107686,"<50,2724/>9,7901"
1433,"51B41C164FD03B2AB10FE78D",65550,"Limburg",6,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","50.3654431343, 8.09430544658","Limburg",50.3654431343,8.09430544658,">50,2724/<9,7901"
1435,"F03427D45BC42FF14E362013",98574,"Schmalkalden",3,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2018,"notA","50.7155069153, 10.4216964547","Schmalkalden",50.7155069153,10.4216964547,">50,2724/>9,7901"
1436,"277F9A7E78D40E8E323A29",48499,"Salzbergen",3,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2018,"notA","52.3202590736, 7.35273893568","Salzbergen",52.3202590736,7.35273893568,">50,2724/<9,7901"
1438,"A3F79E15A5FCA5E7AAE79530",86944,"Unterdießen",10,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2018,"A","47.9790136506, 10.8438111561","Unterdießen",47.9790136506,10.8438111561,"<50,2724/>9,7901"
1443,"51E8183F70F74ABF5562A7C",21435,"Stelle",8,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","53.3807783943, 10.1096944343","Stelle",53.3807783943,10.1096944343,">50,2724/>9,7901"
1447,"52EBA27FAB37B075B33B72D1",8132,"Mülsen",4,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2018,"notA","50.740772466, 12.5780800828","Mülsen",50.740772466,12.5780800828,">50,2724/>9,7901"
1448,"A3AB9A3C9ADBD4721EBE9107",54318,"Mertesdorf",4,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2018,"notA","49.7702990062, 6.72446420445","Mertesdorf",49.7702990062,6.72446420445,"<50,2724/<9,7901"
1449,"F36B99BDBF23A4AE4C02B54F",75378,"Bad Liebenzell",3,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2018,"A","48.7729251552, 8.73448401917","Bad Liebenzell",48.7729251552,8.73448401917,"<50,2724/<9,7901"
1456,"2CFFDA52D5837D48EECAD42",96161,"Gerach",5,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2018,"notA","50.0310279942, 10.7924483301","Gerach",50.0310279942,10.7924483301,"<50,2724/>9,7901"
1463,"51501C3D53D7C77317A43E5",82069,"Schäftlarn",4,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","47.9960826326, 11.4390119438","Schäftlarn",47.9960826326,11.4390119438,"<50,2724/>9,7901"
1467,"5253A67D8817F6BD9596CB1F",97246,"Eibelstadt",6,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2018,"A","49.7243435894, 10.012076262","Eibelstadt",49.7243435894,10.012076262,"<50,2724/>9,7901"
1476,"1E7F41BFCE6B5623B25228",40211,"Düsseldorf",4,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2018,"notA","51.2292748297, 6.79187205206","Düsseldorf",51.2292748297,6.79187205206,">50,2724/<9,7901"
1477,"5127EFEA64023A4E7D7282DB",56288,"Kastellaun",4,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2018,"A","50.053860492, 7.46065353749","Kastellaun",50.053860492,7.46065353749,"<50,2724/<9,7901"
1481,"54226129EA4918C0900A5374",14050,"Berlin Westend",8,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2018,"A","52.5209645865, 13.2686151905","Berlin Westend",52.5209645865,13.2686151905,">50,2724/>9,7901"
1485,"F3F86A4194F1A5CA807FD019",74182,"Obersulm",6,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2018,"notA","49.1319526928, 9.38753048563","Obersulm",49.1319526928,9.38753048563,"<50,2724/<9,7901"
1490,"4BEB2F1EC4DA3C2618BF1B2",99610,"Sömmerda",6,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2018,"A","51.147503708, 11.1793037023","Sömmerda",51.147503708,11.1793037023,">50,2724/>9,7901"
1499,"CB47140CBE8B3A7DD4C552D6",66424,"Homburg",9,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2018,"notA","49.3261372209, 7.33889410809","Homburg",49.3261372209,7.33889410809,"<50,2724/<9,7901"
1502,"395892266B80D5257B74245C",59759,"Arnsberg",6,"Niedriger Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","A",2018,"notA","51.4324561361, 8.00866518253","Arnsberg",51.4324561361,8.00866518253,">50,2724/<9,7901"
1515,"C8FCAA4E466B867F44057A73",58135,"Hagen",8,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2018,"A","51.3382212388, 7.42153178387","Hagen",51.3382212388,7.42153178387,">50,2724/<9,7901"
1532,"3874AE9B20FD2B179EF77F62",40545,"Düsseldorf",8,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2018,"notA","51.2287454676, 6.7558654604","Düsseldorf",51.2287454676,6.7558654604,">50,2724/<9,7901"
1533,"68B4AD1A5057F1F3F653AF",71563,"Affalterbach",3,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2018,"notA","48.9191256814, 9.33803350989","Affalterbach",48.9191256814,9.33803350989,"<50,2724/<9,7901"
1539,"CA372C98CAD1B5DA851FDDF",92551,"Stulln",4,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2018,"notA","49.42091595, 12.1351935644","Stulln",49.42091595,12.1351935644,"<50,2724/>9,7901"
1542,"3828AAB21FDA5A822AAE7B55",86944,"Unterdießen",10,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2018,"notA","47.9790136506, 10.8438111561","Unterdießen",47.9790136506,10.8438111561,"<50,2724/>9,7901"
1543,"68E8A9333A222A5E78125F1D",79737,"Herrischried",5,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2018,"A","47.6733661855, 7.99211532841","Herrischried",47.6733661855,7.99211532841,"<50,2724/<9,7901"
1547,"6BEB1373E1E2D094CE7FCE76",24994,"Medelby",8,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2018,"notA","54.8243820111, 9.17064757775","Medelby",54.8243820111,9.17064757775,">50,2724/<9,7901"
1550,"3E2E9E314A5182C671BB3B91",83629,"Weyarn",4,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2018,"A","47.8580582692, 11.8149478083","Weyarn",47.8580582692,11.8149478083,"<50,2724/>9,7901"
1552,"38CCAA993DD4BB7821B4380",16818,"Fehrbellin, Temnitzquell, Märkisch Linden u.a.",4,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2018,"notA","52.69576557, 12.8274732366","Fehrbellin, Temnitzquell, Märkisch Linden u.a.",52.69576557,12.8274732366,">50,2724/>9,7901"
1554,"994C915B17C979044763132",65934,"Frankfurt am Main",7,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2018,"A","50.1037653655, 8.57627945612","Frankfurt am Main",50.1037653655,8.57627945612,"<50,2724/<9,7901"
1557,"6B0F1358FDE5E7C95C8B738F",93177,"Altenthann",5,"Niedriger Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","A",2018,"notA","49.0711898612, 12.3030659353","Altenthann",49.0711898612,12.3030659353,"<50,2724/>9,7901"
1558,"9A4F2B1BCC0983CEF10E9059",84494,"Neumarkt-Sankt Veit",2,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2018,"A","48.3514346568, 12.5163072729","Neumarkt-Sankt Veit",48.3514346568,12.5163072729,"<50,2724/>9,7901"
1560,"3ECA9E1A5656B59BE34F8668",94556,"Neuschönau",3,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2018,"notA","48.9096211325, 13.4766160867","Neuschönau",48.9096211325,13.4766160867,"<50,2724/>9,7901"
1569,"CAD32CB3D6D6828717EBB026",54421,"Reinsfeld",5,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2018,"notA","49.6784674269, 6.88298113941","Reinsfeld",49.6784674269,6.88298113941,"<50,2724/<9,7901"
1575,"CAA4DF64E103B4BE49626889",99099,"Erfurt",6,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2018,"notA","50.9500676102, 11.0985823673","Erfurt",50.9500676102,11.0985823673,">50,2724/>9,7901"
1576,"38E75D67B2F7AD3412D10C4",93188,"Pielenhofen",4,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2018,"notA","49.0774561772, 11.976906764","Pielenhofen",49.0774561772,11.976906764,"<50,2724/>9,7901"
1582,"3BB8E30EEFC8A12C50BE8F68",53547,"Breitscheid, Dattenberg, Hausen, Hümmerich, Kasbach-Ohlenberg, Roßbach u",5,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2018,"A","50.5596481483, 7.39046098103","Breitscheid, Dattenberg, Hausen, Hümmerich, Kasbach-Ohlenberg, Roßbach u",50.5596481483,7.39046098103,">50,2724/<9,7901"
1584,"9A38D8CCFBDCB5F7AF8748F6",84104,"Rudelzhausen",6,"Hoher Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2018,"notA","48.587436542, 11.783355919","Rudelzhausen",48.587436542,11.783355919,"<50,2724/>9,7901"
1586,"38BB594E34085BE6E6D31E03",39124,"Magdeburg",6,"Hoher Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","52.1575849153, 11.6417843905","Magdeburg",52.1575849153,11.6417843905,">50,2724/>9,7901"
1587,"687B5ACF11F02B3AB46F3A4B",25712,"Burg (Dithmarschen)",3,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","53.9963937621, 9.2328188828","Burg (Dithmarschen)",53.9963937621,9.2328188828,">50,2724/<9,7901"
1591,"6D7ED40C9FBB9B422665C77",13351,"Berlin Wedding",7,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2018,"notA","52.5506376257, 13.3328445489","Berlin Wedding",52.5506376257,13.3328445489,">50,2724/>9,7901"
1595,"8344AD5AC4601A378E99CF2",87471,"Durach",7,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2018,"A","47.6961460552, 10.3811514087","Durach",47.6961460552,10.3811514087,"<50,2724/>9,7901"
1602,"72589130CAAB143157B738F0",48329,"Havixbeck",5,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2018,"notA","51.9743367497, 7.44290968496","Havixbeck",51.9743367497,7.44290968496,">50,2724/<9,7901"
1604,"D3D8AAF2DEBFEAF4D1600B",78357,"Mühlingen",5,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2018,"A","47.9154549039, 9.02188431382","Mühlingen",47.9154549039,9.02188431382,"<50,2724/<9,7901"
1605,"8318A973FB477036FA32DB26",80997,"München",6,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","A",2018,"A","48.1918788557, 11.48250248","München",48.1918788557,11.48250248,"<50,2724/>9,7901"
1607,"219B28F134939E27B3668DD3",69117,"Heidelberg",5,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2018,"A","49.3926279672, 8.72523256796","Heidelberg",49.3926279672,8.72523256796,"<50,2724/<9,7901"
1608,"D0DB10B257FD8E9AF587CAC",48612,"Horstmar",6,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2018,"notA","52.0995248067, 7.29750702403","Horstmar",52.0995248067,7.29750702403,">50,2724/<9,7901"
1609,"801B133320878AFC4C5F4A4D",74182,"Obersulm",10,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2018,"notA","49.1319526928, 9.38753048563","Obersulm",49.1319526928,9.38753048563,"<50,2724/<9,7901"
1611,"249EA632BAD8BCA95E1E5C7C",47059,"Duisburg",7,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2018,"A","51.4391567124, 6.7403321613","Duisburg",51.4391567124,6.7403321613,">50,2724/<9,7901"
1613,"D33CAAD9C2B837B73A7A4297",74564,"Crailsheim",6,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2018,"A","49.1311293978, 10.0553819973","Crailsheim",49.1311293978,10.0553819973,"<50,2724/>9,7901"
1617,"D03F10991978CD7D8C17D3FC",25479,"Ellerau",4,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","A",2018,"A","53.7603041568, 9.9258881923","Ellerau",53.7603041568,9.9258881923,">50,2724/>9,7901"
1621,"72E09532E98B52F9711A813E",79238,"Ehrenkirchen",7,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2018,"notA","47.9088560502, 7.76375645884","Ehrenkirchen",47.9088560502,7.76375645884,"<50,2724/<9,7901"
1629,"74E6A1B1BC008ABD2A0FC1FA",50767,"Köln",6,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2018,"notA","51.0028292786, 6.8853573964","Köln",51.0028292786,6.8853573964,">50,2724/<9,7901"
1635,"707717CD5A1610C9459FC16",72364,"Obernheim",8,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2018,"notA","48.1634376155, 8.85347967852","Obernheim",48.1634376155,8.85347967852,"<50,2724/<9,7901"
1651,"73CCA98FA2F6ACCB9499DA00",17379,"Ferdinandshof u.a.",2,"Niedriger Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2018,"notA","53.6610037163, 13.8425481541","Ferdinandshof u.a.",53.6610037163,13.8425481541,">50,2724/>9,7901"
1654,"828C91CC931AC8CC391C39D6",31691,"Helpsen, Seggebruch",3,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2018,"A","52.3053210493, 9.11253258928","Helpsen, Seggebruch",52.3053210493,9.11253258928,">50,2724/<9,7901"
1656,"200F104E5CCE26DD70486F23",26901,"Lorup, Rastdorf",5,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2018,"notA","52.9317351025, 7.66939818207","Lorup, Rastdorf",52.9317351025,7.66939818207,">50,2724/<9,7901"
